Array Design Name	Affymetrix Custom GeneChip Synechococcus 2516 ORFs v1.0.
Provider	Hideo Iwasaki(hideo-iwasaki@waseda.jp)
Comment[ArrayExpressAccession]	A-GEOD-8012
Comment[SecondaryAccession]	GPL8012
Comment[Description]	Array Manufacturer: Affymetrix, Distribution: non-commercial, Technology: in situ oligonucleotide<br>Comment[7942_ID] = S. elongatus PCC 7942 gene ID  (cf. Complete Genomic Sequence GenBank Accession number NC_007604)<br>Comment[6301_ID] = S. elongatus PCC 6301 gene ID of sequence used to design oligonucleotide probe (cf. Complete Genomic Sequence GenBank Accession number NC_006576)<br>Comment[SYMBOL] = Gene symbol name<br>Comment[ORF] = LINK_PRE:http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?CMD=search&DB=gene&cmd=search&term= LINK_SUF:[gene name]<br>Comment[DESCRIPTION] = Gene description
Comment[SubmittedName]	Affymetrix Custom GeneChip Synechococcus 2516 ORFs v1.0.
Comment[Organism]	Synechococcus elongatus PCC 7942 Synechococcus elongatus PCC 6301
Printing Protocol	Affymetrix prokaryotic array protocol (see Affymetrix website)
Surface Type	
Substrate Type	
Term Source Name

Reporter Name	Comment[7942_ID]	Comment[6301_ID]	Comment[SYMBOL]	Comment[ORF]	Comment[DESCRIPTION]
syc0918-h_at	Synpcc7942_0615	syc0909_c		syc0909	hypothetical protein
syc0919-m_at	Synpcc7942_0614	syc0910_d		syc0910	hypothetical protein
syc0920-m_at	Synpcc7942_0613	syc0911_d		syc0911	hypothetical protein
syc0921-m_at	Synpcc7942_0612	syc0912_d	gltA	syc0912	citrate synthase
syc0922-h_at	Synpcc7942_0611	syc0913_c	mutS	syc0913	DNA mismatch repair protein MutS
syc0923-h_at	Synpcc7942_0610	syc0914_c		syc0914	hypothetical protein
syc0924-h_at	Synpcc7942_0609	syc0915_c	ndhD4	syc0915	NADPH dehydrogenase subunit 4
syc0925-h_at	Synpcc7942_0608	syc0916_c		syc0916	hypothetical protein
syc0926-h_at	Synpcc7942_0607	syc0917_c		syc0917	hypothetical protein
syc0927-m_at	Synpcc7942_0606	syc0918_d	aat	syc0918	Leu/Phe-tRNA-protein transferase
syc0928-m_at	Synpcc7942_0605	syc0919_d		syc0919	hypothetical protein
syc0929-h_at	Synpcc7942_0604	syc0920_c	rpe, cbbE, ppe	syc0920	pentose-5-phosphate-3-epimerase
syc0930-m_at	Synpcc7942_0603	syc0921_d	glgC, agp	syc0921	glucose-1-phosphate adenylyltransferase
syc0931-m_at	Synpcc7942_0602	syc0922_d		syc0922	hypothetical protein
syc0932-m_at	Synpcc7942_0600	syc0923_d		syc0923	similar to serine/threonine kinase
syc0933-m_at	Synpcc7942_0599	syc0924_d		syc0924	transcriptional regulator,  TetR/AcrR family
syc0934-h_at	Synpcc7942_0598	syc0925_c		syc0925	putative peptidase
syc0935-m_at	Synpcc7942_0597	syc0926_d	menB	syc0926	naphthoate synthase
syc0936-h_at	Synpcc7942_0596	syc0927_c		syc0927	delta(24)-sterol C-methyltransferase
syc0937-m_at	Synpcc7942_0595	syc0928_d		syc0928	hypothetical protein
syc0938-m_at	Synpcc7942_0594	syc0929_d		syc0929	hypothetical protein
syc0939-m_at	Synpcc7942_0593	syc0930_d		syc0930	hypothetical protein
syc0940-m_at	Synpcc7942_0592	syc0931_d	pfkA	syc0931	phosphofructokinase
syc0941-h_at	Synpcc7942_0591	syc0932_c		syc0932	hypothetical protein
syc0942-h_at	Synpcc7942_0590	syc0933_c		syc0933	hypothetical protein
syc0943-h_at	Synpcc7942_0589	syc0934_c		syc0934	hypothetical protein
syc0944-m_at	Synpcc7942_0588	syc0935_d	purT	syc0935	glycinamide ribonucleotide transformylase
syc0945-h_at	Synpcc7942_0587	syc0936_c	valS	syc0936	valyl-tRNA synthetase
syc0946-m_at	Synpcc7942_0586	syc0937_d		syc0937	hypothetical protein
syc0947-m_at	Synpcc7942_0585	syc0938_d		syc0938	protease
syc0948-m_at	Synpcc7942_0584	syc0939_d	rpiA, cbbI, ppi	syc0939	ribose 5-phosphate isomerase
syc0949-h_at	Synpcc7942_0583	syc0940_c	chlI	syc0940	Magnesium protoporphyrin IX chelatase subunit I
syc0950-m_at	Synpcc7942_0582	syc0941_d		syc0941	hypothetical protein
syc0951-m_at	Synpcc7942_0581	syc0942_d		syc0942	hypothetical protein
syc0952-m_at	Synpcc7942_0580	syc0943_d	ftsI	syc0943	penicillin-binding protein
syc0953-h_at	Synpcc7942_0579	syc0944_c	sqdX	syc0944	sulfolipid sulfoquinovosyldiacylglycerol biosynthesis protein
syc0954-h_at	Synpcc7942_0578	syc0945_c	sqdB	syc0945	sulfolipid biosynthesis protein
syc0955-h_at	Synpcc7942_0577	syc0946_c		syc0946	hypothetical protein
syc0956-h_at	Synpcc7942_0576	syc0947_c	thiG	syc0947	thiamine biosynthesis protein ThiG
syc0957-m_at	Synpcc7942_0575	syc0948_d		syc0948	
syc0958-h_at	Synpcc7942_0574	syc0949_c		syc0949	hypothetical protein
syc0959-m_at	Synpcc7942_0572	syc0950_d		syc0950	hypothetical protein
syc0960-m_at	Synpcc7942_0571	syc0951_d		syc0951	sugar transporter  glycoside/pentoside/hexuronide:cation symporter, GPH family
syc0961-m_at	Synpcc7942_0570	syc0952_d	dnaE	syc0952	DNA polymerase III alpha subunit [Contains: Ssp dnaE intein]
syc0962-m_at	Synpcc7942_0569	syc0953_d	rpoD4	syc0953	group2 RNA polymerase sigma factor RpoD4
syc0963-m_at	Synpcc7942_0568	syc0954_d	codA	syc0954	cytosine deaminase
syc0964-m_at	Synpcc7942_0567	syc0955_d		syc0955	hypothetical protein
syc0965-h_at	Synpcc7942_0566	syc0956_c		syc0956	hypothetical protein
syc0966-h_at	Synpcc7942_0565	syc0957_c		syc0957	hypothetical protein
syc0967-h_at	Synpcc7942_0564	syc0958_c		syc0958	ATP-binding protein of ABC transporter
syc0968-m_at	Synpcc7942_0563	syc0959_d	uvrB	syc0959	excinuclease ABC subunit B
syc0969-h_at	Synpcc7942_0562	syc0960_c		syc0960	hypothetical protein
syc0970-h_at	Synpcc7942_0561	syc0961_c		syc0961	hypothetical protein
syc0971-m_at	Synpcc7942_0560	syc0962_d		syc0962	ATP-binding protein of ABC transporter
syc0972-m_at	Synpcc7942_0559	syc0963_d	hsp33	syc0963	33 kDa chaperonin
syc0973-h_at	Synpcc7942_0558	syc0964_c		syc0964	hypothetical protein
syc0974-m_at	Synpcc7942_0556	syc0965_d	srrB	syc0965	two-component response regulator  OmpR family
syc0975-h_at	Synpcc7942_0555	syc0966_c		syc0966	zinc metalloprotease
syc0976-h_at	Synpcc7942_0554	syc0967_c		syc0967	probable GTP binding protein
syc0977-m_at	Synpcc7942_0553	syc0968_d		syc0968	hypothetical protein
syc0978-h_at	Synpcc7942_0552	syc0969_c	nfrC	syc0969	UDP-N-acetylglucosamine 2-epimerase
syc0979-h_at	Synpcc7942_0551	syc0970_c		syc0970	hypothetical protein
syc0980-h_at	Synpcc7942_0550	syc0971_c		syc0971	hypothetical protein
syc0981-h_at	Synpcc7942_0549	syc0972_c		syc0972	hypothetical protein
syc0982-m_at	Synpcc7942_0548	syc0973_d		syc0973	hypothetical protein
syc0983-m_at	Synpcc7942_0547	syc0974_d		syc0974	
syc0984-h_at	Synpcc7942_0546	syc0975_c	nhaS4	syc0975	Na+/H+ antiporter
syc0985-h_at	Synpcc7942_0545	syc0976_c		syc0976	hypothetical protein
syc0986-h_at	Synpcc7942_0544	syc0977_c		syc0977	hypothetical protein
syc0987-m_at	Synpcc7942_0543	syc0978_d		syc0978	hypothetical protein
syc0988-h_at	Synpcc7942_0542	syc0979_c	lipA	syc0979	lipoic acid synthetase
syc0989-h_at	Synpcc7942_0541	syc0980_c		syc0980	hypothetical protein
syc0990-h_at	Synpcc7942_0540	syc0981_c		syc0981	hypothetical protein
syc0991-h_at	Synpcc7942_0539	syc0982_c		syc0982	hypothetical protein
syc0992-h_at	Synpcc7942_0538	syc0983_c	tktA, cbbT	syc0983	transketolase
syc0993-h_at	Synpcc7942_0537	syc0984_c	fabF, fabJ	syc0984	3-oxoacyl-[acyl-carrier-protein] synthase II
syc0994-h_at	Synpcc7942_0536	syc0985_c	acpP	syc0985	acyl carrier protein
syc0995-m_at	Synpcc7942_0535	syc0986_d	psaC	syc0986	photosystem I reaction center subunit VII
syc0996-m_at	Synpcc7942_0534	syc0987_d	glmS	syc0987	L-glutamine:D-fructose-6-P amidotransferase
syc0997-m_at	Synpcc7942_0533	syc0988_d		syc0988	hypothetical protein
syc0998-m_at	Synpcc7942_0532	syc0989_d		syc0989	hypothetical protein
syc0999-h_at	Synpcc7942_0531	syc0990_c		syc0990	hypothetical protein
syc1000-h_at	Synpcc7942_0530	syc0991_c		syc0991	hypothetical protein
syc1001-h_at	Synpcc7942_0529	syc0992_c	nagB, devB	syc0992	6-phosphogluconolactonase
syc1002-m_at	Synpcc7942_0528	syc0993_d		syc0993	
syc1003-m_at	Synpcc7942_0527	syc0994_d		syc0994	
syc1004-h_at	Synpcc7942_0526	syc0995_c	lacF	syc0995	permease protein of sugar ABC transporter
syc1005-m_at	Synpcc7942_0525	syc0996_d		syc0996	hypothetical protein
syc1006-m_at	Synpcc7942_0524	syc0997_d		syc0997	
syc1007-m_at	Synpcc7942_0523	syc0998_d		syc0998	hypothetical protein
syc1008-h_at	Synpcc7942_0521	syc0999_c		syc0999	hypothetical protein
syc1009-h_at	Synpcc7942_0520	syc1000_c		syc1000	hypothetical protein
syc1010-h_at	Synpcc7942_0519	syc1001_c		syc1001	hypothetical protein
syc1011-h_at	Synpcc7942_0518	syc1002_c		syc1002	hypothetical protein
syc1012-m_at	Synpcc7942_0517	syc1003_d	recJ	syc1003	single-strand-DNA-specific exonuclease RecJ
syc1013-m_at	Synpcc7942_0516	syc1004_d	ctpB	syc1004	carboxyl-terminal protease
syc1014-m_at	Synpcc7942_0515	syc1005_d		syc1005	hypothetical protein
syc1015-m_at	Synpcc7942_0514	syc1006_d		syc1006	hypothetical protein
syc1016-m_at	Synpcc7942_0513	syc1007_d		syc1007	ATP-binding protein of ABC transporter
syc1017-m_at	Synpcc7942_0512	syc1008_d	ycf84	syc1008	hypothetical protein YCF84
syc1018-m_at	Synpcc7942_0511	syc1009_d	ccsA	syc1009	c-type cytochrome synthesis protein
syc1019-m_at	Synpcc7942_0510	syc1010_d		syc1010	hydrolase, haloacid dehalogenase-like
syc1020-h_at	Synpcc7942_0509	syc1011_c		syc1011	hypothetical protein
syc1021-h_at	Synpcc7942_0508	syc1012_c		syc1012	hypothetical protein
syc1022-h_at	Synpcc7942_0507	syc1013_c	rrf	syc1013	ribosome recycling factor
syc1023-h_at	Synpcc7942_0506	syc1014_c	pyrH	syc1014	hypothetical protein
syc1024-m_at	Synpcc7942_0505	syc1015_d	fbpI, glpX	syc1015	fructose-1,6-/sedoheptulose-1,7-bisphosphatase
syc1025-m_at	Synpcc7942_0504	syc1016_d	hemA	syc1016	glutamyl-tRNA reductase
syc1026-m_at	Synpcc7942_0503	syc1017_d		syc1017	hypothetical protein
syc1027-m_at	Synpcc7942_0502	syc1018_d		syc1018	hypothetical protein
syc1028-m_at	Synpcc7942_0501	syc1019_d		syc1019	hypothetical protein
syc1029-m_at	Synpcc7942_0500	syc1020_d		syc1020	
syc1030-m_at	Synpcc7942_0499	syc1021_d		syc1021	hypothetical protein
syc1031-h_at	Synpcc7942_0498	syc1022_c		syc1022	mannose-1-phosphate guanyltransferase
syc1032-m_at	Synpcc7942_0497	syc1023_d		syc1023	hypothetical protein
syc1033-m_at	Synpcc7942_0496	syc1024_d		syc1024	hypothetical protein
syc1034-m_at	Synpcc7942_0495	syc1025_d		syc1025	
syc1035-m_at	Synpcc7942_0494	syc1026_d		syc1026	hypothetical protein
syc1036-h_at	Synpcc7942_0493	syc1027_c		syc1027	hypothetical protein
syc1037-m_at	Synpcc7942_0492	syc1028_d		syc1028	hypothetical protein
syc1038-h_at	Synpcc7942_0490	syc1029_c		syc1029	hypothetical protein
syc1039-m_at	Synpcc7942_0489	syc1030_d		syc1030	aldehyde dehydrogenase
syc1040-h_at	Synpcc7942_0488	syc1031_c		syc1031	hypothetical protein
syc1041-m_at	Synpcc7942_0487	syc1032_d	lepB	syc1032	signal peptidase I
syc1042-h_at	Synpcc7942_0486	syc1033_c	pyrC	syc1033	dihydroorotase
syc1043-h_at	Synpcc7942_0485	syc1034_c	gpmB, cobC	syc1034	phosphoglycerate mutase
syc1044-m_at	Synpcc7942_0484	syc1035_d		syc1035	hypothetical protein
syc1045-m_at	Synpcc7942_0483	syc1036_d		syc1036	
syc1046-m_at	Synpcc7942_0482	syc1037_d		syc1037	penicillin-binding protein
syc1047-h_at	Synpcc7942_0481	syc1038_c		syc1038	protease
syc1048-h_at	Synpcc7942_0480	syc1039_c		syc1039	two-component hybrid sensor and regulator
syc1049-m_at	Synpcc7942_0479	syc1040_d		syc1040	GTP-binding protein
syc1050-m_at	Synpcc7942_0478	syc1041_d		syc1041	signal peptidase I
syc1051-m_at	Synpcc7942_0477	syc1042_d	ycf19	syc1042	hypothetical protein YCF19
syc1052-h_at	Synpcc7942_0476	syc1043_c		syc1043	hypothetical protein
syc1053-m_at	Synpcc7942_0475	syc1044_d	petN	syc1044	cytochrome b6-f complex subunit VIII
syc1054-h_at	Synpcc7942_0473	syc1045_c		syc1045	similar to xenobiotic reductase
syc1055-h_at	Synpcc7942_0472	syc1046_c		syc1046	hypothetical protein
syc1056-h_at	Synpcc7942_0471	syc1047_c	lacG	syc1047	permease protein of sugar ABC transporter
syc1057-h_at	Synpcc7942_0470	syc1048_c		syc1048	
syc1059-m_at	Synpcc7942_0469	syc1049_d	yibO, pgm	syc1049	phosphoglycerate mutase
syc1060-m_at	Synpcc7942_0468	syc1050_d	ycf47, secG	syc1050	protein-export membrane protein  preprotein translocase SecG subunit
syc1061-m_at	Synpcc7942_0467	syc1051_d		syc1051	hypothetical protein
syc1062-h_at	Synpcc7942_0466	syc1052_c		syc1052	UDP-glucose-beta-D-glucan glucosyltransferase
syc1063-m_at	Synpcc7942_0465	syc1053_d		syc1053	hypothetical protein
syc1064-m_at	Synpcc7942_0464	syc1054_d		syc1054	hypothetical protein
syc1065-m_at	Synpcc7942_0463	syc1055_d		syc1055	low molecular weight phosphotyrosine protein phosphatase
syc1066-m_at	Synpcc7942_0462	syc1056_d		syc1056	hypothetical protein
syc1067-m_at	Synpcc7942_0461	syc1057_d		syc1057	
syc1068-m_at	Synpcc7942_0460	syc1058_d		syc1058	putative acetyltransferase
syc1069-m_at	Synpcc7942_0459	syc1059_d		syc1059	glutathione-dependent formaldehyde dehydrogenase
syc1070-m_at	Synpcc7942_0458	syc1060_d		syc1060	putative esterase
syc1071-h_at	Synpcc7942_0457	syc1061_c		syc1061	
syc1072-h_at	Synpcc7942_0456	syc1062_c	psbK	syc1062	photosystem II PsbK protein
syc1073-h_at	Synpcc7942_0455	syc1063_c	tgt	syc1063	tRNA-guanine transglycosylase
syc1074-m_at	Synpcc7942_0454	syc1064_d	cobS	syc1064	probable cobalamin [5'-phosphate] synthase
syc1075-h_at	Synpcc7942_0453	syc1065_c		syc1065	two-component sensor histidine kinase
syc1076-m_at	Synpcc7942_0452	syc1066_d		syc1066	conserved hypothetical protein
syc1077-h_at	Synpcc7942_0451	syc1067_c		syc1067	esterase
syc1078-m_at	Synpcc7942_0450	syc1068_d	nifU	syc1068	putative NifU-like protein
syc1079-m_at	Synpcc7942_0449	syc1069_d	serS	syc1069	seryl-tRNA synthetase
syc1080-m_at	Synpcc7942_0448	syc1070_d		syc1070	hypothetical protein
syc1081-m_at	Synpcc7942_0447	syc1071_d	nth	syc1071	DNA-(apurinic or apyrimidinic site) lyase
syc1082-m_at	Synpcc7942_0446	syc1072_d	rps14	syc1072	30S ribosomal protein S14
syc1083-m_at	Synpcc7942_0445	syc1073_d	oppC	syc1073	probable oligopeptides ABC transporter permease protein
syc1084-m_at	Synpcc7942_0444	syc1074_d		syc1074	
syc1085-m_at	Synpcc7942_0443	syc1075_d		syc1075	hypothetical protein
syc1086-h_at	Synpcc7942_0442	syc1076_c	amt1	syc1076	ammonium/methylammonium permease
syc1087-h_at	Synpcc7942_0441	syc1077_c	purE	syc1077	phosphoribosylaminoimidazole carboxylase
syc1088-m_at	Synpcc7942_0440	syc1078_d	nagA	syc1078	N-acetylglucosamine-6-phosphate deacetylase
syc1089-m_at	Synpcc7942_0439	syc1079_d	chlM	syc1079	S-adenosylmethionine--Mg-protoporphyrin IX methyltransferase
syc1090-h_at	Synpcc7942_0437	syc1080_c		syc1080	putative glutathione peroxidase
syc1091-h_at	Synpcc7942_0436	syc1081_c		syc1081	hypothetical protein
syc1092-h_at	Synpcc7942_0435	syc1082_c		syc1082	hypothetical protein
syc1093-h_at	Synpcc7942_0434	syc1083_c		syc1083	hypothetical protein
syc1094-h_at	Synpcc7942_0433	syc1084_c		syc1084	
syc1095-h_at	Synpcc7942_0432	syc1085_c		syc1085	hypothetical protein
syc1096-h_at	Synpcc7942_0431	syc1086_c		syc1086	hypothetical protein
syc1097-h_at	Synpcc7942_0430	syc1087_c	dxs	syc1087	1-deoxyxylulose-5-phosphate synthase
syc1098-m_at	Synpcc7942_0429	syc1088_d		syc1088	
syc1099-m_at	Synpcc7942_0428	syc1089_d	leuA	syc1089	2-isopropylmalate synthase
syc1100-m_at	Synpcc7942_0427	syc1090_d		syc1090	ATP-binding protein of ABC transporter
syc1101-m_at	Synpcc7942_0426	syc1091_d		syc1091	hypothetical protein
syc1102-m_at	Synpcc7942_0425	syc1092_d		syc1092	hypothetical protein
syc1103-h_at	Synpcc7942_0424	syc1093_c	psbAI	syc1093	photosystem II reaction center D1 protein
syc1104-m_at	Synpcc7942_0423	syc1094_d		syc1094	hypothetical protein
syc1105-h_at	Synpcc7942_0422	syc1095_c		syc1095	
syc1106-m_at	Synpcc7942_0421	syc1096_d		syc1096	glutathione S-transferase
syc1108-m_at	Synpcc7942_0420	syc1097_d		syc1097	hypothetical protein
syc1109-m_at	Synpcc7942_0419	syc1098_d	bioB	syc1098	biotin synthetase
syc1111-h_at	Synpcc7942_0418	syc1099_c		syc1099	hypothetical protein
syc1112-h_at	Synpcc7942_0417	syc1100_c		syc1100	hypothetical protein
syc1113-h_at	Synpcc7942_0416	syc1101_c		syc1101	hypothetical protein
syc1114-m_at	Synpcc7942_0415	syc1102_d		syc1102	hypothetical protein
syc1115-h_at	Synpcc7942_0414	syc1103_c		syc1103	hypothetical protein
syc1116-m_at	Synpcc7942_0413	syc1104_d	ndhL	syc1104	NADH dehydrogenase subunit NdhL
syc1117-m_at	Synpcc7942_0412	syc1105_d		syc1105	hypothetical protein
syc1118-m_at	Synpcc7942_0411	syc1106_d	trpA	syc1106	tryptophan synthase alpha chain
syc1119-m_at	Synpcc7942_0410	syc1107_d		syc1107	hypothetical protein
syc1120-h_at	Synpcc7942_0408	syc1108_c	trpF	syc1108	N-(5'-phosphoribosyl) anthranilate isomerase
syc1121-m_at	Synpcc7942_0407	syc1109_d	psaK, psaK2	syc1109	photosystem I reaction center subunit X
syc1122-h_at	Synpcc7942_0406	syc1110_c		syc1110	hypothetical protein
syc1123-h_at	Synpcc7942_0405	syc1111_c	holA	syc1111	DNA polymerase III delta subunit
syc1124-m_at	Synpcc7942_0404	syc1112_d	prfB	syc1112	peptide chain release factor 2
syc1125-m_at	Synpcc7942_0402	syc1113_d		syc1113	hypothetical protein
syc1126-m_at	Synpcc7942_0401	syc1114_d	dgkA	syc1114	diacylglycerol kinase
syc1127-m_at	Synpcc7942_0400	syc1115_d	trpG	syc1115	anthranilate synthase component II
syc1128-m_at	Synpcc7942_0399	syc1116_d		syc1116	hypothetical protein
syc1129-h_at	Synpcc7942_0398	syc1117_c		syc1117	hypothetical protein
syc1130-h_at	Synpcc7942_0397	syc1118_c	lim17	syc1118	putative neutral invertase
syc1131-h_at	Synpcc7942_0396	syc1119_c	purH	syc1119	phosphoribosyl aminoimidazole carboxy formyl formyltransferase/inosinemonophosphate cyclohydrolase (PUR-H(J))
syc1132-h_at	Synpcc7942_0395	syc1120_c		syc1120	hypothetical protein
syc1133-m_at	Synpcc7942_0394	syc1121_d	cdsA	syc1121	phosphatidate cytidylyltransferase
syc1134-h_at	Synpcc7942_0393	syc1122_c		syc1122	hypothetical protein
syc1135-m_at	Synpcc7942_0392	syc1123_d	mltA	syc1123	probable membrane-bound lytic transglycosylase A
syc1136-m_at	Synpcc7942_0391	syc1124_d		syc1124	hypothetical protein
syc1137-m_at	Synpcc7942_0390	syc1125_d	chrA	syc1125	chromate transport protein
syc1138-m_at	Synpcc7942_0388	syc1126_d	rfaG	syc1126	probable glycosyltransferase
syc1139-h_at	Synpcc7942_0387	syc1127_c		syc1127	hypothetical protein
syc1140-h_at	Synpcc7942_0386	syc1128_c		syc1128	hypothetical protein
syc1141-m_at	Synpcc7942_0385	syc1129_d	chlP	syc1129	geranylgeranyl hydrogenase
syc1142-m_at	Synpcc7942_0384	syc1130_d		syc1130	
syc1143-m_at	Synpcc7942_0383	syc1131_d		syc1131	hypothetical protein
syc1144-m_at	Synpcc7942_0382	syc1132_d		syc1132	hypothetical protein
syc1145-m_at	Synpcc7942_0381	syc1133_d		syc1133	hypothetical protein
syc1146-h_at	Synpcc7942_0380	syc1134_c		syc1134	hypothetical protein
syc1147-h_at	Synpcc7942_0379	syc1135_c		syc1135	hypothetical protein
syc1148-h_at	Synpcc7942_0378	syc1136_c	ycf63	syc1136	hypothetical protein YCF63  putative ABC transporter permease protein
syc1149-m_at	Synpcc7942_0377	syc1137_d		syc1137	hypothetical protein
syc1150-m_at	Synpcc7942_0376	syc1138_d	pqqE	syc1138	putative zinc protease protein
syc1151-m_at	Synpcc7942_0375	syc1139_d	ymxG	syc1139	processing protease
syc1152-m_at	Synpcc7942_0373	syc1140_d		syc1140	hypothetical protein
syc1153-h_at	Synpcc7942_0372	syc1141_c		syc1141	
syc1154-h_at	Synpcc7942_0371	syc1142_c	metA	syc1142	homoserine O-succinyltransferase
syc1155-h_at	Synpcc7942_0370	syc1143_c	metY	syc1143	O-acetylhomoserine (thiol)-lyase
syc1156-h_at	Synpcc7942_0369	syc1144_c		syc1144	putative flavin-containing monoamine oxidase
syc1157-h_at	Synpcc7942_0368	syc1145_c	xseA	syc1145	exodeoxyribonuclease VII large subunit
syc1158-m_at	Synpcc7942_0367	syc1146_d		syc1146	bile acid:Na+ symporter, BASS family
syc1159-h_at	Synpcc7942_0366	syc1147_c	ltnT	syc1147	Sulfate permease-like protein with latent low-affinity nitrate transport activity
syc1160-h_at	Synpcc7942_0365	syc1148_c		syc1148	two-component response regulator
syc1161-h_at	Synpcc7942_0364	syc1149_c		syc1149	hypothetical protein
syc1162-h_at	Synpcc7942_0363	syc1150_c		syc1150	hypothetical protein
syc1163-h_at	Synpcc7942_0362	syc1151_c		syc1151	hypothetical protein
syc1164-h_at	Synpcc7942_0361	syc1152_c	cp12	syc1152	hypothetical protein
syc1165-m_at	Synpcc7942_0360	syc1153_d		syc1153	hypothetical protein
syc1166-h_at	Synpcc7942_0359	syc1154_c		syc1154	hypothetical protein
syc1167-m_at	Synpcc7942_0358	syc1155_d		syc1155	putative methyltransferase
syc1168-m_at	Synpcc7942_0357	syc1156_d		syc1156	hypothetical protein
syc1169-m_at	Synpcc7942_0356	syc1157_d	ycf33	syc1157	hypothetical protein ycf33
syc1170-m_at	Synpcc7942_0355	syc1158_d	rbfA	syc1158	ribosome binding factor A
syc1171-m_at	Synpcc7942_0354	syc1159_d	bgl, cglX	syc1159	similar to beta-hexosaminidase a precursor
syc1172-h_at	Synpcc7942_0353	syc1160_c		syc1160	bile acid:Na+ symporter, BASS family
syc1173-m_at	Synpcc7942_0352	syc1161_d		syc1161	hypothetical protein
syc1174-h_at	Synpcc7942_0351	syc1162_c	ycf22	syc1162	hypothetical protein YCF22
syc1175-h_at	Synpcc7942_0350	syc1163_c		syc1163	ATP-binding protein of ABC transporter
syc1176-m_at	Synpcc7942_0349	syc1164_d		syc1164	hypothetical protein
syc1177-m_at	Synpcc7942_0348	syc1165_d	recA	syc1165	RecA gene product
syc1178-h_at	Synpcc7942_0347	syc1166_c		syc1166	hypothetical protein
syc1179-h_at	Synpcc7942_0346	syc1167_c		syc1167	hypothetical protein
syc1180-m_at	Synpcc7942_0345	syc1168_d	birA	syc1168	biotin [acetyl-CoA-carboxylase] ligase
syc1181-m_at	Synpcc7942_0344	syc1169_d		syc1169	probable peptidase
syc1182-h_at	Synpcc7942_0343	syc1170_c	psb27	syc1170	photosystem II Psb27 protein
syc1183-h_at	Synpcc7942_0342	syc1171_c		syc1171	hypothetical protein
syc1184-h_at	Synpcc7942_0341	syc1172_c		syc1172	
syc1185-h_at	Synpcc7942_0340	syc1173_c		syc1173	hypothetical protein
syc1186-h_at	Synpcc7942_0339	syc1174_c		syc1174	hypothetical protein
syc1187-h_at	Synpcc7942_0338	syc1175_c	petF	syc1175	ferredoxin petF-like protein
syc1188-h_at	Synpcc7942_0337	syc1176_c	atpC	syc1176	F-type H+-transporting ATPase gamma chain
syc1189-h_at	Synpcc7942_0336	syc1177_c	atpA	syc1177	ATP synthase alpha chain of F1
syc1190-h_at	Synpcc7942_0335	syc1178_c	atpD	syc1178	ATP synthase delta chain of F1
syc1191-h_at	Synpcc7942_0334	syc1179_c	atpF	syc1179	ATP synthase B chain, H+-transporting two-sector ATPase chain b
syc1192-h_at	Synpcc7942_0333	syc1180_c	atpG	syc1180	ATP synthase subunit b'
syc1193-h_at	Synpcc7942_0332	syc1181_c	atpH	syc1181	ATP synthase c chain of Fo
syc1194-h_at	Synpcc7942_0331	syc1182_c	atpI	syc1182	ATP synthase a chain of Fo
syc1195-h_at	Synpcc7942_0330	syc1183_c	atp1	syc1183	ATP synthase protein I
syc1196-h_at	Synpcc7942_0329	syc1184_c		syc1184	hypothetical protein
syc1197-m_at	Synpcc7942_0328	syc1185_d	apcE	syc1185	phycobilisome core-membrane linker polypeptide Lcm, allophycocyanin-associated
syc1198-m_at	Synpcc7942_0327	syc1186_d	apcA	syc1186	Allophycocyanin alpha subunit
syc1199-m_at	Synpcc7942_0326	syc1187_d	apcB	syc1187	allophycocyanin beta subunit
syc1200-m_at	Synpcc7942_0325	syc1188_d	apcC	syc1188	phycobilisome small core linker polypeptide Lc, allophycocyanin-associated
syc1201-m_at	Synpcc7942_0324	syc1189_d	ftsW	syc1189	cell division protein FtsW
syc1202-m_at	Synpcc7942_0323	syc1190_d	ccdA	syc1190	putative c-type cytochrome biogenesis protein CcdA
syc1203-m_at	Synpcc7942_0322	syc1191_d	ycf44	syc1191	Ccs1 (c-type cytochrome biogenesis protein)
syc1204-m_at	Synpcc7942_0321	syc1192_d	glnB	syc1192	nitrogen regulatory protein P-II
syc1205-h_at	Synpcc7942_0320	syc1193_c	galE, galD	syc1193	UDP-glucose 4-epimerase
syc1206-h_at	Synpcc7942_0319	syc1194_c		syc1194	hemolysin-like protein
syc1207-h_at	Synpcc7942_0318	syc1195_c		syc1195	hypothetical protein
syc1208-h_at	Synpcc7942_0317	syc1196_c		syc1196	hypothetical protein
syc1209-m_at	Synpcc7942_0316	syc1197_d		syc1197	hypothetical protein
syc1210-m_at	Synpcc7942_0315	syc1198_d	purB	syc1198	adenylosuccinate lyase
syc1211-m_at	Synpcc7942_0314	syc1199_d		syc1199	hypothetical protein
syc1212-h_at	Synpcc7942_0313	syc1200_c		syc1200	hypothetical protein
syc1213-m_at	Synpcc7942_0312	syc1201_d		syc1201	hypothetical protein
syc1214-m_at	Synpcc7942_0311	syc1202_d	ksgA	syc1202	dimethyladenosine transferase
syc1215-m_at	Synpcc7942_0310	syc1203_d	ispE, ipk	syc1203	isopentenyl monophosphate kinase
